payment_id,order_id,payment_sequential,payment_type,payment_installments,payment_value
86521,001e7cf2ad6bef3ade12ebc56ceaf0f3,1,credit_card,2,51.1
103869,0020262c8a370bd5a174ea6a2a267321,1,credit_card,2,100.55
29268,0020a222f55eb79a372d0efee3cca688,1,credit_card,4,45.09
88079,002175704e8b209f61b9ad5cfd92b60e,1,credit_card,3,123.11
95953,00229e4e43f7a7e0b9dd819ad43268d3,1,credit_card,1,91.39
96021,0025081dcf9330f9a5052ae82c6ce396,1,credit_card,3,33.18
3947,00254baeb6c932b0a8aeead91fbd02b5,1,credit_card,2,193.01
73252,00259a44fcad3fc0474329e925d14fc3,1,credit_card,1,34.09
84256,0025c5d1a8ca53a240ec2634bb4492ea,1,credit_card,7,419.39
51688,002611a77fe03d076285fd4ca95db77c,1,boleto,1,156.75
96283,002691433f09002ac9ca0c4e8dbb8ead,1,credit_card,1,120.43
36629,0026a368634b6e6f34f33b1499773a30,1,credit_card,1,164.8
34507,00275bce676303c3bfd7292aefdfa223,1,boleto,1,293.36
39500,00276d5c3491fbf55305e26891040df9,1,credit_card,6,68.12
35044,002834535f7a609a5c68266f173fa59e,1,boleto,1,57.17
34941,0028de0ca693a1bb26448916a81105cc,1,boleto,1,45.3
75268,002955b0acc63d04f6724a31967e82bd,1,credit_card,1,135.59
14272,0029c5db35ef291ce99d1262012e7daa,1,boleto,1,514.37
47112,0029f17cf0e7640c5cb6825af681303f,1,credit_card,1,113.44
64708,002af7fa9eb99d1456bceb6a13d6fc0b,1,credit_card,5,109.45
67959,002b430ff89b3a24c31a1170acbbedea,1,credit_card,10,265.55
54853,002b4e6fa42cd4a22cc86abc18fe9c05,1,credit_card,2,119.57
6960,002c9def9c9b951b1bec6d50753c9891,1,credit_card,1,173.8
12902,002d040018d12a3853c059f7f23ab5b1,1,boleto,1,169.84
54915,002f16b7bc4530031b7d90f791b12d8a,1,debit_card,1,284.13
20037,002f19a65a2ddd70a090297872e6d64e,1,voucher,1,44.11
98895,002f19a65a2ddd70a090297872e6d64e,2,voucher,1,33.18
74621,002f98c0f7efd42638ed6100ca699b42,1,credit_card,9,93.62
31429,0030d783f979fbc5981e75613b057344,1,credit_card,7,78.27
102094,0030ff924c38549807645976adeef2c0,1,credit_card,2,292.24
28372,00310b0c75bb13015ec4d82d341865a4,1,credit_card,2,55.28
39717,00324b3eda39ba5ecce3945823e3594c,1,boleto,1,110.07
71319,0032d07457ae9c806c79368d7d9ce96b,1,credit_card,2,186.19
88940,003324c70b19a16798817b2b3640e721,1,credit_card,5,234.7
4457,00335b686d693c7d72deeb12f8e89227,1,boleto,1,80.79
7288,00335f75ea6a4455b524a8dd177067f5,1,credit_card,4,177.01
39843,00337fe25a3780b3424d9ad7c5a4b35e,1,credit_card,1,139.68
67798,003423b755b562962a6225a8de40d12e,1,boleto,1,261.33
83527,00345f338696283410b7977d2e3efc89,1,credit_card,1,67.34
84374,0035246a40f520710769010f752e7507,1,credit_card,8,99.11
14298,0035c0b07126fe9c24a325216fb96064,1,credit_card,10,150.44
17391,0035e6b7ade84b3f5b86bd49814793df,1,credit_card,1,34
43815,0036757472ece3dde52fd4bfd929c90e,1,debit_card,1,203.03
63934,0036887767dea4bd43b1a88cd0d9477a,1,credit_card,3,423.63
8994,00378c6c981f234634c0b9d6128df6dd,1,credit_card,2,52.85
36361,003822434f91204da0a51fe4cf2aba18,1,boleto,1,175.16
89165,0039500db36d50d7d0bfaf23723550f3,1,credit_card,2,203.23
24701,003a7f59d7e08a9c61d9e2881fe6459c,1,credit_card,10,134.28
6394,003a94f778ef8cfd50247c8c1b582257,1,credit_card,1,57.98
46381,003cc6161d7a2593f2525cce0c330d32,1,credit_card,4,97.9
27460,003d0634280ff3d1d3a54459349a6899,1,credit_card,1,228.89
70167,003d804eef0e1b856881cd18e0cc0d4c,1,credit_card,3,312.74
22315,003d9fc84ad902adf2265248b5ffe1a4,1,credit_card,3,94.74
51703,003edccf16bc5ec447f592913b3df2b4,1,credit_card,1,64.85
12360,003f201cdd39cdd59b6447cff2195456,1,credit_card,2,204.06
91333,003f9bcc09427647c4b9d361a523545b,1,credit_card,8,238.8
20804,00404fa7a687c8c44ca69d42695aae73,1,boleto,1,99.9
69823,0040a56893444cb56cba7cfe2225e34e,1,credit_card,1,119.29
92096,004157daafa0bc8672e01f00e4f0c04f,1,credit_card,4,222.91
65221,00418a49a685c6bb60633291c3fab17a,1,credit_card,2,56.78
83975,004345d16a1ab2c21962992c721c8643,1,voucher,1,53.27
70339,0044c6f6d22dd280534344177c81b989,1,credit_card,1,196.07
18383,0045e3085f083f0f38d24bb3f22e6593,1,credit_card,3,130.74
33956,0045f5225a96ef46630701167528fdcb,1,boleto,1,110.41
83953,0046176ff0dbc2a178b7885355dfbb71,1,credit_card,1,137.72
99963,0046e1d57f4c07c8c92ab26be8c3dfc0,1,credit_card,1,15.57
14666,00471463a6106056c1a2a809f70de640,1,credit_card,5,265.96
35415,00482f2670787292280e0a8153d82467,1,boleto,1,18.56
2080,0049edf42837aa808e03552a62bd2158,1,credit_card,1,67.5
72565,004b62108b876867938746ad3154167f,1,boleto,1,118.35
97281,004ba47bb589cdbc485e6025bd6d3c81,1,credit_card,6,60.85
78180,004ca5ae248069d68e8594df8abf6ce0,1,credit_card,4,221.08
5285,004d76fef3dd46eb4f70da049c8d1f93,1,boleto,1,147.39
21865,004eab0fd8f28adaf8d488976f77febe,1,credit_card,1,33.48
47720,004f5d8f238e8908e6864b874eda3391,1,boleto,1,138.6
20825,004fb11815bc03b01b20a614eef69d14,1,credit_card,3,92.74
16240,004fb5e6f90a178dc74ad2b016649249,1,credit_card,2,143.92
29869,005059edee63c8c708ba61910793b31b,1,credit_card,8,219.78
51464,00526a9d4ebde463baee25f386963ddc,1,credit_card,3,169.16
54057,0055b77cca3186676c147f532dd2547b,1,credit_card,2,189.37
20370,0057199db02d1a5ef41bacbf41f8f63b,1,boleto,1,37.09
36891,00571ded73b3c061925584feab0db425,1,credit_card,4,389.82
33349,00584d79015452d19fd3d044ba3abdc0,1,credit_card,3,122.17
20642,00588f5f20fee630b83d4709e0a42715,1,credit_card,4,114.9
29090,005997dca4c1fc45066d0a03d54a6469,1,credit_card,6,133.75
65766,005a1dded353107dbabf8ffc83a20365,1,credit_card,8,89.28
13339,005b49de51a4e006055e8487a50ad8e4,1,credit_card,4,61.38
68613,005cad6157eadc7f1f09917607f1704a,1,credit_card,2,110.84
67280,005d9a5423d47281ac463a968b3936fb,1,credit_card,10,145.26
47661,005e5166e99d1e4d0c4f808b0540ba94,1,boleto,1,136.7
15525,005f25968fc854ea16fb16f5bdbc87c7,1,credit_card,3,86.15
8053,00602f25bffa1dcfb71e202fbf9824fb,1,boleto,1,93.92
33031,00611822267e76e0055c25c18506f06e,1,credit_card,3,180.21
97740,006127b8b9a1681a982313ed7129c3c0,1,boleto,1,556.22
25637,0064d74f7de7917d54768d7722ad56ac,1,credit_card,4,221.07
99990,006557c3221c1fcd02b0106343ab357b,1,credit_card,1,23.17
50789,00664284de7a3470d22931ed78615ee4,1,credit_card,2,55.75
68087,0066a1fdaee16ad5022c5ef979d0b661,1,credit_card,9,226.28
76658,0067c6030d65af0ff98790158ddb0020,1,credit_card,1,54.06
2709,0068468c453d28c8ef3fd089e50a5847,1,credit_card,3,489.85
70123,00685d31ae12e47470ba5c18ba74f22c,1,credit_card,7,75.17
94017,0068c109948b9a1dfb8530d1978acef3,1,boleto,1,103.38
65219,0068e836900867da359bd81db9227a33,1,boleto,1,113.43
50417,0068fb0e223115e911d362627e8b8800,1,boleto,1,91.79
12943,006c42f310102c1910b3c5793ce5fc34,1,credit_card,3,250.79
37921,006cb7cafc99b29548d4f412c7f9f493,1,credit_card,3,70.14
48188,006cba07f62f921fe4f58365bde2b2eb,1,credit_card,2,81.98
78719,006dd93155bc2abd844cc5eed3a0fe7f,1,credit_card,3,57.68
1736,006df90050498994d670b40da4651d22,1,credit_card,1,21.39
77614,006e05e81c068ddc38e48ebe189b922e,1,credit_card,1,43.1
80109,006e43460a55bc60c0a437521e426529,1,credit_card,3,142.06
20617,006e91ddb0674525f84ce0da0655c7ba,1,credit_card,8,529.35
7519,006f7dfffe2d90809598e8f1972b829b,1,credit_card,3,52.64
33679,0070092bb6004faafa287e5fc35971e9,1,credit_card,2,163.06
10245,0071ee2429bc1efdc43aa3e073a5290e,1,voucher,1,100
30156,0071ee2429bc1efdc43aa3e073a5290e,2,voucher,1,92.44
68604,0072847849eafe70995fa51a714c81ac,1,boleto,1,234.89
35687,00750f68bb64537034e93554c64b41b5,1,credit_card,4,137.16
18717,00756576f4e494406945ac21cb82cfe0,1,boleto,1,152.71
66429,00772b2af35643653f108fdac1155ee3,1,credit_card,3,47.96
97518,00789ce015e7e5791c7914f32bb4fad4,1,credit_card,10,190.81
46176,0078a358a14592b887eb140ef515f5ab,1,credit_card,3,336.38
101067,0079bca8e89bd52fdb87408e4f3fb94d,1,boleto,1,57.29
57219,007bbb40c95870c0f75a7855f2636c65,1,credit_card,1,162.85
19949,007beb35f98c075747e6fc4fd1c0cb73,1,credit_card,2,83.59
36999,007c7cb12ef3567531307ca78d395758,1,credit_card,2,195
83453,007ec946d4f798caf2b43c9d44c56421,1,boleto,1,43
57523,007ff0b0f79be782f633fc3b18cbe337,1,credit_card,1,55.11
59498,0080eebb288dba1857ccf048dfe6bdfe,1,voucher,1,21.1
83678,0081ab2c99dc85945c28926b77dc6960,1,credit_card,4,279.7
52197,0081ce648af7d6a7bac2a93b6035d1e3,1,boleto,1,117.85
68102,0084209c576daad6ff4534902fcb4892,1,credit_card,8,85.14
68150,0084e195fbd72ae51599af47f04afede,1,credit_card,1,113.03
7959,00858d03144cc35cfd1dd043647e7c88,1,credit_card,1,184.03
75884,008720830a8a30e39e6f22f81818a141,1,credit_card,1,69.72
60520,0087889a1c836be17f58afd7f1729a4a,1,credit_card,3,269.63
70729,008819c6d5f6da6fa5cd9d50ca927cf4,1,credit_card,2,62.65
89968,00891ba5de66f55000ee358ceea9b345,1,credit_card,4,149.69
53236,008990da719764fb392914d8ab53ad04,1,credit_card,1,54.13
38685,008a1b3db2a8bf63418c2cf7c7f494b1,1,credit_card,3,33.12
71206,008a40c2b8b21893e04945ce58854b55,1,credit_card,2,112
100059,008c3a655c66f4d92370d0d422732f69,1,boleto,1,99.44
9720,008ce8764db2e397e153000e017475b6,1,credit_card,3,70.88
101079,008cfe221ab054c89bc31720098cca51,1,credit_card,4,146.84
29708,008d9bf350ff02ed444b3452cf3f57e0,1,credit_card,1,50.44
22546,008dc31c0ae7121f2791953ae5f532c3,1,credit_card,1,62.65
77196,008dd5e80ebf8f849aa0c5bf4e22ce7a,1,boleto,1,207.74
98764,008eaf9004164883520d0bd32b107261,1,boleto,1,157.34
38688,008f831b7185cff7ab35a46c37d64cd2,1,credit_card,5,286.09
14726,008fab5602c441d51f30b1464f5d4643,1,credit_card,1,65.55
79182,0091a677651feaf5a08d7bb147681e14,1,credit_card,1,45.53
34691,00921e4911895b93c7b4fc0d80c0815e,1,credit_card,1,96.62
102689,0093cbf16a6afb7f0ab7cc821b6f9e92,1,credit_card,2,142.96
58526,00946f674d880be1f188abc10ad7cf46,1,credit_card,4,232.72
50828,00949655cdd8d0465e433a5e6c9643e5,1,boleto,1,25.87
52801,0094bd07f49fed90209ffa62d1ef26d6,1,boleto,1,18.92
82873,0094d4660e323945f84f5c29eb348aae,1,credit_card,8,309.4
92836,0094dc9ea7e3cd54d95aea42685673ff,1,credit_card,1,104.79
90921,0095790a64527ec83aeaaf99023c050e,1,credit_card,6,62.66
48545,0096668e5b0b8e9657a6f7209a4e58b4,1,credit_card,2,180.37
45255,009742b43f4530bc3db7f62332c50f4b,1,boleto,1,146.18
35103,00975e709cd12c34d3bd44e4a7f7a876,1,credit_card,2,94.66
79637,0097aafe2a01dd54e39888976160c377,1,boleto,1,70.59
42268,0097f0545a302aafa32782f1734ff71c,1,credit_card,6,507.84
12326,009838529bb913846ab6670d22865381,1,credit_card,6,176.4
91294,0098dbda25722a3f019fe252a0cd10b3,1,boleto,1,165.03
67404,009905140e9f8cc35d5be897937381db,1,credit_card,10,116.44
98823,00995d799817ecc3bd2abd8fbe59c430,1,voucher,1,62.82
39743,00998f38df3012359ef195ca75ebb329,1,credit_card,7,143.24
286,009ac365164f8e06f59d18a08045f6c4,5,voucher,1,8.75
15299,009ac365164f8e06f59d18a08045f6c4,6,voucher,1,4.17
16054,009ac365164f8e06f59d18a08045f6c4,1,credit_card,1,0.88
16460,009ac365164f8e06f59d18a08045f6c4,2,voucher,1,4.5
32059,009ac365164f8e06f59d18a08045f6c4,4,voucher,1,5.45
73838,009ac365164f8e06f59d18a08045f6c4,3,voucher,1,8.25
16711,009c278fa2ed6e7ec498200b60193ca8,1,credit_card,2,45.09
34651,009e11afa25aa95ae78e60a793995c9b,1,credit_card,1,65.14
96944,009fa9bd0d92710e840793bfefa80867,1,boleto,1,100.33
65576,00a0116ff15ff973ea16bee881208ae7,1,credit_card,10,194.12
66758,00a12754417a49a9dec20361849aa917,1,credit_card,3,57.72
72140,00a13ab02fbe82f78cd84f14e41564ed,1,credit_card,1,168.35
9604,00a174dbf11967d260033fa6ab711493,1,credit_card,1,291.43
60786,00a1e977cf6e672402963940db55d919,1,credit_card,1,32.64
23542,00a250dbdb3153cc6ecf4d3f07ef6a17,1,credit_card,6,61.77
84227,00a379dfab816a83741012b71b264098,1,credit_card,1,23.38
10273,00a3a334aec7455a6d3319981499a3da,1,credit_card,3,36.35
18478,00a3f1ef430d3984dece2f39d6cbf431,1,credit_card,8,201.99
83320,00a4d94df1c9757661679b2f4bd6d311,1,boleto,1,59.33
93433,00a500bc03bc4ec968e574c2553bed4b,1,credit_card,8,555.99
89987,00a57dfbb049fbaae10763e2cf15f797,1,boleto,1,337.38
43211,00a690becda145533fa5a54daa7b6ad5,1,credit_card,1,117.42
96387,00a77f9cc25b05b2004752593d7b8888,1,credit_card,9,196.4
12640,00a843f5a80c7aea894c558acc29f513,1,credit_card,4,47.09
12467,00a870c6c06346e85335524935c600c0,1,credit_card,1,69.9
53830,00a9536682ecb394a3794c1608200803,1,credit_card,10,122.17
15170,00a99c50fdff7e36262caba33821875a,1,credit_card,4,75.29
42481,00aa423621f35a9ca6c6240f275b0640,1,credit_card,2,125.41
42352,00ab1aba567dfebdc39caa4e7ca2f1b2,1,credit_card,1,48.38
37676,00ab210695a17fe10e6b23616ae5bc97,1,credit_card,1,46.53
90056,00ab3a43bda739029ffce95d3b2fb56c,1,boleto,1,35.36
87323,00ab9fa91aafa3d881164b0da48999aa,1,credit_card,1,644.34
27192,00ac05fe0fc047c54418098eb64e3aaa,2,debit_card,1,123.47
45782,00ac2a1ec784f71feeb7ba1e5959750d,1,boleto,1,56.32
24604,00ace652c8a5072670f30674e5f19844,1,boleto,1,147.26
27397,00ad1a02d4d9decad15c7e8f8a9470cc,1,boleto,1,68.25
76215,00ae7a8b4936674ebb701d4a23719a79,1,credit_card,1,37.16
59135,00af3d9ddff7f256e83d79247dbe1a9f,1,credit_card,1,90.73
85407,00af53fdc2002f5b6a8f16db648e003b,1,credit_card,2,51.75
50071,00b12f4674177ef40c4bdb034138c843,1,credit_card,1,122.87
58450,00b1861aeb89afa498404c684148a619,1,credit_card,2,98.24
57412,00b1cb0320190ca0daa2c88b35206009,1,not_defined,1,0
77889,00b2d2f2b5f7b98e6b1828764660134e,1,credit_card,4,159.69
66840,00b30bb163474583c14db1689259cf4d,1,credit_card,10,216.51
58209,00b402e8a76d3da83714c52d3977cc2d,1,credit_card,1,165.91
31677,00b44ba3d7c4a5e9a9ebafef9150781d,1,credit_card,1,67.58
27912,00b47ee856118583dbec7d1f9b18d847,1,credit_card,2,28.88
84776,00b4846d477a7baf5d4e47970bc08c7e,1,boleto,1,48.01
12875,00b4a910f64f24dbcac04fe54088a443,2,voucher,1,48.05
59043,00b4a910f64f24dbcac04fe54088a443,1,credit_card,1,2.54
49608,00b4c651133c06fb175123a492f1cac3,1,credit_card,2,173.49
10334,00b5e1c770b1868ec1b6b726be3aa9b9,1,credit_card,1,59.25
68931,00b676b01c289cc661c6f7732492771a,1,credit_card,1,71.19
63018,00b6c055922e0ed2d88efdd252b2fb64,1,credit_card,1,71.05
102092,00b6e66f005a657a6b13eedcacdf9342,1,credit_card,8,477.32
17006,00b7174ea52bb811ebe2663add51afc0,1,credit_card,5,92.97
102745,00b8d354b36820e9d6131fd5173c5581,1,boleto,1,65.31
17212,00b9e0f8f588d0406a3de447eb606970,1,boleto,1,56.5
68479,00ba414462370af2d76195d12e0d5481,1,credit_card,3,39.09
42852,00ba57ae98928df6ba6ec9d3d8d4b1b7,1,credit_card,7,149.01
42776,00bbc4179554524748f77763ddd62266,1,boleto,1,97.87
78121,00bc78808b22918a467b2fa4b8ef5d68,1,credit_card,8,84.69
97279,00bca4adac549020c1273714d04d0208,1,credit_card,3,111.3
10742,00bcee890eba57a9767c7b5ca12d3a1b,1,credit_card,10,772.5
35483,00bd2cb7e9076e1ccc9f766fc01a4cfd,1,credit_card,2,112.62
8870,00bd50cdd31bd22e9081e6e2d5b3577b,3,voucher,1,40.46
20651,00bd50cdd31bd22e9081e6e2d5b3577b,2,voucher,1,40.46
34560,00bd50cdd31bd22e9081e6e2d5b3577b,1,credit_card,1,4.88
95449,00bd8cf08fa3998ea6ad6d16c2165822,1,credit_card,1,34.28
2123,00bdcdda88e6b02977fc6ce3d412c600,1,credit_card,1,137.83
87825,00bdebefeb760588a3425fad9dfed3d9,1,credit_card,6,139.98
3641,00beb247698c6aae94e3f859d279e2cd,1,boleto,1,52.39
17575,00bf1320ffb5fe47a845feca16c0e0b4,1,credit_card,8,469.39
70326,00c00d5b36157595e21108ba1da2828f,1,boleto,1,312.92
67952,00c2335723b9b74668062e946dc66621,1,boleto,1,31.38
20595,00c405bd71187154a7846862f585a9d4,7,voucher,1,20
26392,00c405bd71187154a7846862f585a9d4,6,voucher,1,20
52050,00c405bd71187154a7846862f585a9d4,5,voucher,1,0.1
54654,00c405bd71187154a7846862f585a9d4,2,voucher,1,0.21
60980,00c405bd71187154a7846862f585a9d4,3,voucher,1,0.1
67124,00c405bd71187154a7846862f585a9d4,1,credit_card,1,6.03
76931,00c405bd71187154a7846862f585a9d4,4,voucher,1,0.25
92610,00c42b1633c1b2fa4e937bf312466561,1,credit_card,5,55
98005,00c47cfa491ef55779ec7557673087fc,1,credit_card,1,72.07
56551,00c47fefb9a49baec12ab3654d7f548e,1,credit_card,4,266.69
53091,00c4f17dcb94448f27a2cbaa83f10a4b,1,credit_card,1,39.39
40383,00c62d05602c1ca8164b98746d127fa8,1,boleto,1,128.35
93914,00c763284c0056eed753352f5559ff0a,1,credit_card,6,94.55
55908,00c81b6675ef9ecaaff5fc1d6720b96c,1,credit_card,1,39.09
17858,00c826c901ab01b6f598a8f0c9b56b82,1,credit_card,1,92.91
11801,00c842d0ae6462afc1d38fc055b02c75,1,debit_card,1,77.57
48999,00c8be06a8029e300dabd52c7d4c6ad2,1,credit_card,1,35
19059,00c8bfbb0a1224dcdb0180a544247159,1,credit_card,8,173.2
65806,00c9474e0334f7a4ffc8c3a8bd21a51e,1,credit_card,10,1075.74
12202,00c95282163553a982f38481f9488481,1,credit_card,1,64.9
34580,00c95282163553a982f38481f9488481,4,voucher,1,20
60373,00c95282163553a982f38481f9488481,3,voucher,1,20
72815,00c95282163553a982f38481f9488481,2,voucher,1,20
6708,00c9d0257381c7e9ec13b4505f25b2cf,1,credit_card,7,387.57
8647,00c9d9e61ed13f5bf2f0344da1aa4775,1,credit_card,2,56.29
38328,00c9f7d4b0e87781465e562dc109f6aa,1,credit_card,10,120.36
22453,00cb18db3d9c03f8386e7fc70cad2504,1,credit_card,1,144.03
2547,00cb9736c0b43d6c1e2fbb2b88e69f6a,1,credit_card,2,126.74
69902,00ce92d57f4f9a112bdb8a2a283e5f97,1,credit_card,2,189.37
79501,00ceda91cb2ded8570ca73e70571740a,1,debit_card,1,34
39234,00cee8a4dbb042385cbbd84699e78b2e,1,credit_card,1,69.07
41301,00cf2b04c59f0ecaf822bf3f334d5c3b,1,credit_card,3,334.68
91377,00cf47526e0f7920b381b2baf4ecf1c7,1,credit_card,1,74.49
68597,00cfabbe2a93b70beeec4894f86712a8,1,boleto,1,45.1
67117,00d03eb3425f41a599ae2f788e23c07f,1,credit_card,9,90.17
32849,00d0ff2017f9ea13dd7eec7470ca473a,1,boleto,1,74.69
71394,00d0ffd14774da775ac832ba8520510f,1,credit_card,5,134.49
83534,00d1289d5125017a90e528b5a7cee91f,1,credit_card,9,179
54502,00d15ff0236872686e4899ed1ce680ad,1,boleto,1,80.29
28884,00d1e381c0995f0bdb95909fe7434d0b,1,credit_card,2,170.16
48459,00d2559e61b9a0744a0552c35c5ecccb,1,credit_card,5,872.52
53375,00d29386638bbfd1331a2cd7ab91b5b5,1,credit_card,1,32.84
61894,00d4439957b7fd3f8da4a33a965817fb,1,credit_card,1,33.97
23930,00d50baf1bc56a3c59de1810a6b84b0d,1,credit_card,8,188.24
44391,00d5fac7792747fba4b528f23930bebd,1,credit_card,1,80.23
64625,00d831d5c3ea03b7cd6f883ad799c7e4,1,credit_card,1,138.16
9535,00d85bfe0e28c91b69d0fe1f29255a31,1,boleto,1,203.67
70128,00d88c00221ce96a1cfcaca9f2fceb3b,1,credit_card,1,347.56
40,00d8d65b666158b633f96054d31af43b,1,boleto,1,130.88
41733,00d94e8901b75ee0d6ef1f87f947b666,1,credit_card,9,97.4
22591,00d9ac423c9ad6781c0ed04e87666691,1,credit_card,3,379.2
74853,00daac8efd71674d62356c2a306d1e4c,1,credit_card,1,67.97
62466,00dc6ad47477b3b62d3c0acbe98a82a4,1,credit_card,2,144.22
73983,00df27e666004db9f14bce766fa5327c,1,credit_card,2,203.67
22863,00dfb074b5c910fbd08e04691c4b712f,1,credit_card,6,134.57
41405,00e054d0da011d5016f31011af488f4f,1,credit_card,3,118.82
70962,00e0bac9f6306d8269770acf4ee4b027,1,boleto,1,94.3
23489,00e1426d4c79f2e022570012c1ff57ed,1,credit_card,3,86.55
4863,00e1bdb3f1388c8ed222597ee4fa01e7,1,boleto,1,437.59
91183,00e32e413e017e64ff93a9e800b8e1be,1,credit_card,1,322.17
66668,00e365f4fc03d1098841af23d05c17a6,1,credit_card,3,194.33
90468,00e4050fe32e786290a29c61141e979f,1,credit_card,4,64
78231,00e5b655df1cc911466758210325c67c,1,credit_card,1,113.5
85289,00e63486fad9d24645c9c84ed77c15fa,1,credit_card,1,54.32
91337,00e6786fee8f476835c151a4d3fa9bf1,1,credit_card,5,175.77
24135,00e6bc6b166eb28b4502c1cad4457248,1,credit_card,2,85.86
80237,00e6bc6b166eb28b4502c1cad4457248,2,voucher,1,66.07
28358,00e7aeced1d61792368ec7bf8b967a90,1,boleto,1,58.7
19779,00e7ee1b050b8499577073aeb2a297a1,1,credit_card,2,146.87
82400,00ea33f994bec0bbfda582074083ae12,1,credit_card,1,108.32
56179,00ea690fe8c5eba029a3884243a02352,1,credit_card,4,49.1
47006,00eb7b95af5ed25aaec66d4ff5295846,1,credit_card,2,106.97
27098,00ec95a58b63378d4cc06d196cdefdf6,1,debit_card,1,187.96
44787,00ed64bc080d87b4ab7f0c433bc5e98f,1,credit_card,1,61.01
39849,00eead1d5a799277ef3d6b387b0bebef,1,credit_card,5,98.26
73464,00eef7fe9e315a85d1a61a50cccb2494,1,credit_card,1,63.27
57181,00ef7ed06a55243f3e6a9d373a89eb14,1,credit_card,1,76.17
9365,00efb72d8e18533f736e86770705d094,1,credit_card,2,89.96
89654,00f1a34f176151c4dcbd802c244e1072,1,credit_card,8,84.79
89361,00f1bb0af030935db1745ee28367ea26,1,credit_card,7,288.88
77360,00f1c7c1542f5f86c3091749d9e939d8,1,boleto,1,101.34
65517,00f1cc7439ccb8671133776d1829faf5,1,boleto,1,177.32
26376,00f251b943aba645652c7138e4716fee,1,credit_card,1,101.25
58822,00f2a3509bd600bd1a06a48353788d93,1,credit_card,1,47.67
